446.0 -51429.0 
3542.0 -152202.0 
3479.0 -149861.0 
632.0 -69070.0 
695.0 -71411.0 
1878.0 -114776.0 
2989.0 -141727.0 
3096.0 -142694.0 
614.0 -66527.0 
529.0 -61198.0 
556.0 -63866.0 
447.0 -56108.0 
1642.0 -107077.0 
3388.0 -148947.0 
1718.0 -109999.0 
1231.0 -92740.0 
1599.0 -105445.0 
482.0 -59771.0 
466.0 -56343.0 
1119.0 -90064.0 
2599.0 -131116.0 
1506.0 -102247.0 
1095.0 -88226.0 
1832.0 -113007.0 
2516.0 -130820.0 
722.0 -73502.0 
821.0 -77048.0 
1014.0 -86362.0 
577.0 -65210.0 
2369.0 -127149.0 
1962.0 -115513.0 
2064.0 -119352.0 
2721.0 -135464.0 
995.0 -84801.0 
3349.0 -148584.0 
2816.0 -137341.0 
3325.0 -146606.0 
1199.0 -91588.0 
1153.0 -91129.0 
2458.0 -128936.0 
1535.0 -103605.0 
951.0 -84021.0 
1467.0 -101056.0 
1274.0 -94564.0 
1554.0 -104734.0 
2027.0 -118797.0 
2330.0 -126244.0 
2679.0 -134696.0 
2616.0 -132355.0 
833.0 -78914.0 
2483.0 -130157.0 
1831.0 -111565.0 
2141.0 -121805.0 
2120.0 -120232.0 
896.0 -81255.0 
1360.0 -96705.0 
785.0 -75843.0 
743.0 -74482.0 
1419.0 -99959.0 
2835.0 -138472.0 
1992.0 -117784.0 
2875.0 -138719.0 
2216.0 -123236.0 
1343.0 -96481.0 
1775.0 -111214.0 
1380.0 -98735.0 
1682.0 -108298.0 
3218.0 -145639.0 
3258.0 -145886.0 
938.0 -82616.0 
508.0 -59854.0 
1303.0 -95490.0 
3159.0 -145035.0 
3289.0 -146312.0 
1695.0 -108382.0 
2772.0 -136131.0 
877.0 -79926.0 
2970.0 -140596.0 
3155.0 -143298.0 
924.0 -81930.0 
778.0 -75054.0 
1050.0 -87567.0 
1448.0 -100183.0 
2420.0 -127816.0 
2644.0 -133512.0 
2965.0 -139749.0 
2264.0 -124040.0 
2295.0 -125060.0 
3135.0 -143057.0 
3182.0 -145345.0 
1386.0 -98891.0 
2183.0 -122573.0 
861.0 -79589.0 
2253.0 -123791.0 
2427.0 -127916.0 
2926.0 -139386.0 
2914.0 -139082.0 
2646.0 -134033.0 
2297.0 -125581.0 
2140.0 -120416.0 
