1307.0 -1219647.0 
10215.0 -3633604.0 
1307.0 -1219647.0 
1447.0 -1282552.0 
7795.0 -3210470.0 
3949.0 -2255458.0 
6761.0 -2966096.0 
3124.0 -1990227.0 
10026.0 -3601774.0 
7651.0 -3173581.0 
8084.0 -3219694.0 
7092.0 -3055806.0 
2157.0 -1643957.0 
8996.0 -3428599.0 
1640.0 -1397140.0 
4140.0 -2313069.0 
2481.0 -1790746.0 
1897.0 -1516699.0 
4933.0 -2527775.0 
7001.0 -2980218.0 
6617.0 -2939415.0 
6110.0 -2825877.0 
2595.0 -1823289.0 
3620.0 -2142280.0 
2775.0 -1880046.0 
4553.0 -2434774.0 
1355.0 -1222051.0 
7612.0 -3123699.0 
4828.0 -2499130.0 
7074.0 -2997560.0 
5637.0 -2708258.0 
1720.0 -1430010.0 
5868.0 -2765654.0 
5170.0 -2585125.0 
4645.0 -2463858.0 
2232.0 -1699916.0 
6239.0 -2851304.0 
8847.0 -3398051.0 
2058.0 -1612397.0 
1529.0 -1340497.0 
9359.0 -3454934.0 
7425.0 -3095658.0 
1567.0 -1341283.0 
8212.0 -3270294.0 
8159.0 -3247684.0 
3293.0 -2049753.0 
4776.0 -2470053.0 
3737.0 -2175897.0 
3835.0 -2222915.0 
3068.0 -1969332.0 
8278.0 -3301163.0 
4362.0 -2374223.0 
2349.0 -1728468.0 
9409.0 -3482802.0 
8766.0 -3368297.0 
7247.0 -3085358.0 
5713.0 -2735600.0 
9647.0 -3518163.0 
7473.0 -3121000.0 
6539.0 -2910510.0 
5557.0 -2678406.0 
9162.0 -3447346.0 
2010.0 -1552186.0 
8612.0 -3358209.0 
2038.0 -1582144.0 
4290.0 -2325537.0 
9540.0 -3486539.0 
5973.0 -2794299.0 
5826.0 -2737069.0 
3293.0 -2049753.0 
1758.0 -1462710.0 
9737.0 -3545587.0 
6025.0 -2795663.0 
9799.0 -3546164.0 
4348.0 -2342560.0 
5046.0 -2556796.0 
8390.0 -3306153.0 
4477.0 -2403827.0 
3405.0 -2085059.0 
1983.0 -1521925.0 
9921.0 -3574428.0 
5228.0 -2611793.0 
3387.0 -2074962.0 
3708.0 -2172540.0 
8609.0 -3337025.0 
1758.0 -1462710.0 
3519.0 -2115166.0 
5471.0 -2675377.0 
3869.0 -2224476.0 
5425.0 -2650403.0 
5288.0 -2618825.0 
5069.0 -2558615.0 
3509.0 -2108513.0 
9180.0 -3454407.0 
4437.0 -2399382.0 
9551.0 -3516998.0 
2289.0 -1703552.0 
6334.0 -2860467.0 
7256.0 -3091479.0 
2697.0 -1852701.0 
